02.12.2012 23:37:37   A1  0,0  A2  0,0  D1  0,0  D2  0,0
03.12.2012 15:59:42 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 15:59:43 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 15:59:44 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 15:59:45 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 15:59:46 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 15:59:47 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:06 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:07 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:08 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:09 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:10 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:11 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:12 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:13 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:14 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:15 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:16 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:17 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:18 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:19 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:20 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:21 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:22 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:23 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:24 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:25 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:26 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:27 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:28 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:29 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:30 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:31 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:32 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:33 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:34 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:35 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:36 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:37 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:38 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:49 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:50 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:51 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:52 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:53 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:54 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:55 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:56 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:57 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:58 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:00:59 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:00 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:01 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:02 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:03 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:04 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:05 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:06 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:07 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:08 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:09 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:10 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:11 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:01:42 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:02:51 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:02:52 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:02:53 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:02:54 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:02:55 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:02:56 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:02:57 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:02:58 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:27 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:28 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:29 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:30 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:31 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:32 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:33 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:34 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:35 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:36 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:06:57 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:07:33 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:07:34 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:07:35 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:07:36 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:07:37 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:07:38 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:07:39 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:04 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:05 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:06 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:07 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:08 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:09 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:10 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:11 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:12 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:08:13 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:24 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:25 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:26 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:27 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:28 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:29 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:30 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:31 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:32 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:33 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:34 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:35 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:36 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:09:39 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:07 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:08 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:09 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:10 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:11 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:15 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:16 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:17 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:25 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:26 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:10:56 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:11:24 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:11:25 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:13:21 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:13:21 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:13:22 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:13:23 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:13:24 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:13:25 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:13:26 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:26 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:27 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:39 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:40 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:41 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:50 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:50 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:51 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:52 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:53 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:54 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:55 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:56 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:14:57 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:26:25 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:26:25 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:26:26 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:26:27 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:26:28 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:27:56 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:27:56 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:27:57 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:33:33 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:33:34 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:33:35 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:34:51 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:34:52 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:34:53 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:34:58 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:34:59 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:35:00 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:35:01 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:35:02 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:35:03 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:35:07 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:35:08 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:35:09 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:35:10 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:35:11 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:38:02 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:38:02 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:38:03 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:38:04 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:38:05 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:38:06 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:38:07 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:38:08 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:07 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:08 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:09 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:10 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:11 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:12 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:13 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:14 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:15 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:16 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:17 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:18 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:21 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:22 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:39:59 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:40:00 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:26 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:27 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:28 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:29 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:30 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:31 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:32 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:33 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:34 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:35 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:36 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:37 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:38 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:39 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:40 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:41 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:42 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:43 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
03.12.2012 16:41:44 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
15.12.2012 02:03:58 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
15.12.2012 02:03:59 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
15.12.2012 02:04:00 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
24.05.2013 15:22:00 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
24.05.2013 15:22:01 - A1:0,0 A2:0,0 D1:0,0 D2:0,0
